# run_name: boltzmann_run1_400
# timestamp: 20260809_235745
# ---- config ----
# goal_position: (20, 0, -3)
# start_position: (0, 0, -3)
# max_episode_steps: 150
# dt: 0.5
# speed: 2.0
# state_dim: 20
# action_dim: 27
# lr: 0.0001
# gamma: 0.99
# buffer_capacity: 1000000
# batch_size: 32
# epsilon_start: 1.0
# epsilon_end: 0.2
# epsilon_decay_steps: 24000
# target_update_freq: 250
# use_double: True
# use_dueling: True
# ----------------
episode,reward,avg10,success_rate10,steps,epsilon,elapsed_min,is_success,is_crash,is_out_of_bounds,is_timeout
316,2.2902,-0.8497,0.0,10,0.2,487.31,False,False,True,False
317,-6.8024,-2.104,0.0,150,0.2,489.03,False,False,False,True
318,-7.271,-2.6432,0.0,150,0.2,490.75,False,False,False,True
319,-0.0226,-1.4617,0.0,150,0.2,492.46,False,False,False,True
320,-6.1688,-2.4501,0.0,150,0.2,494.18,False,False,False,True
321,-15.2812,-4.0639,0.0,150,0.2,495.89,False,False,False,True
322,6.0712,-3.1112,0.0,126,0.2,497.34,False,False,True,False
323,1.5391,-2.9141,0.0,150,0.2,499.06,False,False,False,True
324,-6.0839,-3.9786,0.0,64,0.2,499.82,False,False,True,False
325,11.2095,-2.052,10.0,85,0.2,500.81,True,False,False,False
326,-4.9823,-2.7792,10.0,24,0.2,501.12,False,False,True,False
327,-2.1258,-2.3116,10.0,74,0.2,501.99,False,False,True,False
328,-4.5583,-2.0403,10.0,150,0.2,503.71,False,False,False,True
329,2.8681,-1.7512,10.0,150,0.2,505.42,False,False,False,True
330,0.6524,-1.0691,10.0,28,0.2,505.78,False,False,True,False
331,-5.6511,-0.1061,10.0,150,0.2,507.5,False,False,False,True
332,2.0487,-0.5084,10.0,150,0.2,509.21,False,False,False,True
333,3.0707,-0.3552,10.0,150,0.2,510.93,False,False,False,True
334,0.2598,0.2792,10.0,150,0.2,512.65,False,False,False,True
335,-1.0596,-0.9477,0.0,150,0.2,514.36,False,False,False,True
336,-0.8002,-0.5295,0.0,150,0.2,516.08,False,False,False,True
337,-1.6644,-0.4834,0.0,150,0.2,517.79,False,False,False,True
338,-4.9971,-0.5273,0.0,150,0.2,519.51,False,False,False,True
339,0.039,-0.8102,0.0,150,0.2,521.22,False,False,False,True
340,-2.9859,-1.174,0.0,150,0.2,522.94,False,False,False,True
341,-3.2934,-0.9382,0.0,150,0.2,524.65,False,False,False,True
342,-7.4017,-1.8833,0.0,150,0.2,526.37,False,False,False,True
