step,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,dist_to_goal,has_collided,is_out_of_bounds
1,-0.7953728437423706,0.37442758679389954,-2.544254779815674,0.040436163544654846,-0.01967008039355278,0.06679214537143707,80.1101424439118,False,False
2,-0.5890939235687256,0.2497301697731018,-2.6795291900634766,0.750831127166748,-0.48001745343208313,-0.2776181995868683,79.86097126751828,False,False
3,-0.08685736358165741,-0.08159811049699783,-2.7820420265197754,1.196098804473877,-0.803195059299469,-0.15356652438640594,79.2539520477505,False,False
4,0.5795699954032898,-0.5335750579833984,-2.8495490550994873,1.42153799533844,-0.9707591533660889,-0.12372696399688721,78.44604447667815,False,False
5,1.3266489505767822,-1.0458228588104248,-2.910761594772339,1.5297131538391113,-1.0520490407943726,-0.12107444554567337,77.53815621722896,False,False
6,2.112159013748169,-1.5870412588119507,-2.97225022315979,1.5809837579727173,-1.0908340215682983,-0.1230936273932457,76.58226817217357,False,False
7,2.915853500366211,-2.142047643661499,-3.0348267555236816,1.6052069664001465,-1.1092509031295776,-0.12509071826934814,75.60355991693667,False,False
8,3.728135108947754,-2.703592300415039,-3.0982491970062256,1.6166424751281738,-1.1179767847061157,-0.12644505500793457,74.61403817279641,False,False
9,4.544467926025391,-3.2682337760925293,-3.162215232849121,1.622041940689087,-1.1221022605895996,-0.12728236615657806,73.61939847599622,False,False
10,5.362717151641846,-3.834336042404175,-3.226513147354126,1.6245955228805542,-1.124044418334961,-0.1277877688407898,72.62233520988677,False,False
11,6.181874752044678,-4.401124000549316,-3.2910091876983643,1.6258070468902588,-1.1249512434005737,-0.128092959523201,71.62412431976584,False,False
12,7.001460552215576,-4.968228816986084,-3.3556272983551025,1.6263870000839233,-1.1253668069839478,-0.12828116118907928,70.62537419311259,False,False
13,7.8212571144104,-5.535470962524414,-3.4203200340270996,1.6266692876815796,-1.12554931640625,-0.12840108573436737,69.6263682717751,False,False
14,8.64114761352539,-6.102799892425537,-3.4850637912750244,1.626810908317566,-1.1256208419799805,-0.12848198413848877,68.62723269590565,False,False
15,9.461139678955078,-6.670129299163818,-3.5498316287994385,1.6268874406814575,-1.1256393194198608,-0.12853989005088806,67.62801189030615,False,False
16,10.281131744384766,-7.2374587059021,-3.614637851715088,1.626933217048645,-1.1256340742111206,-0.12858591973781586,66.62878859273546,False,False
17,11.101123809814453,-7.804788112640381,-3.6794466972351074,1.6269639730453491,-1.125614047050476,-0.12862420082092285,65.62956515742398,False,False
