step,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,dist_to_goal,has_collided,is_out_of_bounds
1,0.0,0.0,-0.9196959137916565,0.0,0.0,-0.006813663523644209,83.17403686962946,False,False
2,0.13955141603946686,0.06722728908061981,-1.0368458032608032,0.6532323956489563,0.3132266104221344,-0.2921577990055084,83.01314041965209,False,False
3,0.624448299407959,0.29965126514434814,-1.1405038833618164,1.2173690795898438,0.5840790867805481,-0.14108917117118835,82.47076058374535,False,False
4,1.320817232131958,0.6343724131584167,-1.1975486278533936,1.511467456817627,0.7276765704154968,-0.09784135222434998,81.69621346505939,False,False
5,2.1227824687957764,1.02096426486969,-1.2447811365127563,1.6534830331802368,0.7979013919830322,-0.09230305254459381,80.80468110760998,False,False
6,2.975235939025879,1.4326224327087402,-1.2916353940963745,1.7208611965179443,0.8315131664276123,-0.09394696354866028,79.85687804015836,False,False
7,3.8515851497650146,1.8562384843826294,-1.3395397663116455,1.7526904344558716,0.8474997282028198,-0.09602924436330795,78.88233868559968,False,False
8,4.7392120361328125,2.2855336666107178,-1.3883479833602905,1.7677079439163208,0.8550786375999451,-0.09750258177518845,77.89514475361894,False,False
9,5.632162570953369,2.7175159454345703,-1.4377508163452148,1.7747948169708252,0.8586574196815491,-0.09842564165592194,76.90196591435404,False,False
10,6.5276265144348145,3.150763988494873,-1.4875187873840332,1.7781445980072021,0.860334038734436,-0.09898459166288376,75.90595841771697,False,False
11,7.424279689788818,3.584601402282715,-1.5375069379806519,1.779732584953308,0.8611069321632385,-0.09932240098714828,74.90861425693399,False,False
12,8.321505546569824,4.018707752227783,-1.587629795074463,1.7804914712905884,0.8614495992660522,-0.09953006356954575,73.91063142448431,False,False
13,9.218994140625,4.4529290199279785,-1.6378360986709595,1.7808599472045898,0.8615875840187073,-0.09966211020946503,72.9123581708253,False,False
14,10.11662769317627,4.887197971343994,-1.6880958080291748,1.781044840812683,0.8616277575492859,-0.0997501015663147,71.91393114557405,False,False
15,11.014325141906738,5.32146692276001,-1.738395094871521,1.7811437845230103,0.8616230487823486,-0.09981296956539154,70.91544465728849,False,False
16,11.912022590637207,5.755735874176025,-1.788720726966858,1.7811999320983887,0.8615951538085938,-0.09986141324043274,69.91695688477955,False,False
17,12.809720039367676,6.190004825592041,-1.8390673398971558,1.7812399864196777,0.8615533709526062,-0.09990207105875015,68.9184681060264,False,False
18,13.707462310791016,6.624206066131592,-1.8894339799880981,1.781272053718567,0.8615056276321411,-0.09993824362754822,67.91996735742762,False,False
19,14.60531997680664,7.058394908905029,-1.9398202896118164,1.7812920808792114,0.8614565134048462,-0.09997221827507019,66.92136719275632,False,False
20,15.503177642822266,7.492583751678467,-1.9902257919311523,1.7813154458999634,0.8614051938056946,-0.1000051200389862,65.92276611272118,False,False
21,16.40103530883789,7.9267191886901855,-2.0406503677368164,1.7813392877578735,0.8613523244857788,-0.10003740340471268,64.92418724822697,False,False
22,17.298892974853516,8.360862731933594,-2.091078758239746,1.7813633680343628,0.8612987995147705,-0.10006871819496155,63.92560475365509,False,False
23,18.19675064086914,8.794891357421875,-2.14154052734375,1.7813886404037476,0.8612443208694458,-0.10010083764791489,62.927070365791145,False,False
