step,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,dist_to_goal,has_collided,is_out_of_bounds
1,99.65009307861328,-30.29496192932129,-4.871890544891357,-0.09353041648864746,-0.10342953354120255,-0.00465417793020606,57.87689730117311,False,False
2,99.54161071777344,-30.464778900146484,-4.926537990570068,-0.40575718879699707,-0.6734000444412231,-0.159742072224617,57.67538721047886,False,False
3,99.25193786621094,-30.94960594177246,-4.969925880432129,-0.7090086936950684,-1.189781904220581,-0.02939421497285366,57.11057634666924,False,False
4,98.84973907470703,-31.62446403503418,-4.9727783203125,-0.8685920238494873,-1.4568517208099365,0.007093111984431744,56.32495597509353,False,False
5,98.38997650146484,-32.39524841308594,-4.967811107635498,-0.9463734030723572,-1.5859500169754028,0.010491405613720417,55.427467699059775,False,False
6,97.90249633789062,-33.211952209472656,-4.963144779205322,-0.9834835529327393,-1.6473143100738525,0.007979520596563816,54.47634418939995,False,False
7,97.40184020996094,-34.050445556640625,-4.959822177886963,-1.0010850429534912,-1.6763653755187988,0.0054729836992919445,53.49975714611113,False,False
8,96.8948974609375,-34.89924240112305,-4.957554817199707,-1.0094125270843506,-1.6901038885116577,0.00376456743106246,52.51110022671914,False,False
9,96.38513946533203,-35.75291061401367,-4.95596981048584,-1.0133438110351562,-1.696600317955017,0.0026987027376890182,51.516817083298875,False,False
10,95.87376403808594,-36.60888671875,-4.954805850982666,-1.0151931047439575,-1.6996756792068481,0.002045874483883381,50.51972307718961,False,False
11,95.36215209960938,-37.465980529785156,-4.953899383544922,-1.016054630279541,-1.7011353969573975,0.0016405766364187002,49.52154780177184,False,False
12,94.84945678710938,-38.323463439941406,-4.9531569480896,-1.0164519548416138,-1.7018312215805054,0.0013798661530017853,48.52248341261841,False,False
13,94.33676147460938,-39.181400299072266,-4.952510833740234,-1.0166223049163818,-1.7021702527999878,0.0012025696923956275,47.52302911050095,False,False
14,93.82406616210938,-40.03952407836914,-4.95194673538208,-1.0166834592819214,-1.7023413181304932,0.0010722118895500898,46.52341425020357,False,False
15,93.30831909179688,-40.90275573730469,-4.951455116271973,-1.0166934728622437,-1.702433466911316,0.0009690116858109832,45.5178492948384,False,False
16,92.79562377929688,-41.76087951660156,-4.950974464416504,-1.0166783332824707,-1.7024866342544556,0.0008810050785541534,44.51823449255649,False,False
17,92.28292846679688,-42.61900329589844,-4.950571060180664,-1.0166583061218262,-1.7025253772735596,0.0007992952014319599,43.518619680184365,False,False
18,91.77023315429688,-43.47712707519531,-4.950170516967773,-1.0166232585906982,-1.7025516033172607,0.0007237590616568923,42.51900494192282,False,False
19,91.25753784179688,-44.33525085449219,-4.9498467445373535,-1.016584873199463,-1.7025716304779053,0.0006478352006524801,41.519390193696964,False,False
20,90.74484252929688,-45.19337463378906,-4.949526309967041,-1.0165456533432007,-1.7025991678237915,0.0005736965104006231,40.51977552433464,False,False
21,90.23214721679688,-46.05149841308594,-4.949281692504883,-1.0165055990219116,-1.7026242017745972,0.0004970553563907743,39.52016084665602,False,False
22,89.71945190429688,-46.90962219238281,-4.949041366577148,-1.0164655447006226,-1.702650547027588,0.0004207830934319645,38.5205462531237,False,False
23,89.20675659179688,-47.76774597167969,-4.948875904083252,-1.0164254903793335,-1.7026798725128174,0.00034107876126654446,37.52093165415655,False,False
24,88.69406127929688,-48.62586975097656,-4.948715686798096,-1.0163750648498535,-1.7027099132537842,0.00026144206640310585,36.52131714598441,False,False
25,88.18136596679688,-49.48399353027344,-4.9486308097839355,-1.0163222551345825,-1.7027413845062256,0.0001777126017259434,35.52170263476536,True,False
